0.5;1.96841;0.984205;0.25;3.87463;0.0625;-0.00107851
0.6;2.37365;1.42419;0.36;5.63423;0.0225;0.0144849
0.7;2.73241;1.91269;0.49;7.46606;0.0025;-0.0164412
0.8;3.12818;2.50255;0.64;9.78552;0.0025;-0.0103498
0.9;3.54569;3.19112;0.81;12.5719;0.0225;0.0174761
1;3.9138;3.9138;1;15.3179;0.0625;-0.00409149
